Symbol,Name,Industry,Market Cap
MARK,Remark Holdings,Internet & Direct Marketing Retail,71381247
MARPS,Marine Petroleum Trust,"Oil, Gas & Consumable Fuels",21780000
MAS,Masco,Building Products,12891224033
MASI,Masimo,Health Care Equipment & Supplies,7569461647
MASS,908 Devices,Medical Devices,576907123
MAT,Mattel,Leisure Products,7971213309
MATW,Matthews International,Commercial Services & Supplies,1051574898
MATX,Matson,Marine,4426765252
MAX,MediaAlpha,Internet Content & Information,804272000
MAXN,Maxeon Solar Technologies,Semiconductors & Semiconductor Equipment,576791800
MAXR,Maxar Technologies,Aerospace & Defense,2367726078
MAYS,J.W. Mays,Real Estate Management & Development,75087767
MBAC,M3-Brigade Acquisition II,Blank Check / SPAC,487500000
MBCN,Middlefield Banc,Banks,148617513
MBI,MBIA Inc.,Insurance,743172661
MBII,Marrone Bio Innovations,Chemicals,135457215
MBIN,Merchants Bancorp,Thrifts & Mortgage Finance,1200681450
MBIO,Mustang Bio,Biotechnology,74181671
MBOT,Microbot Medical,Health Care Equipment & Supplies,36322539
MBRX,Moleculin Biotech,Biotechnology,37435999
MBSC,M3-Brigade Acquisition III,Blank Check / SPAC,320588500
MBT,Mobile TeleSystems PJSC,Wireless Telecommunication Services,4657345022
MBTC,Nocturne Acquisition,Blank Check / SPAC,148696800
MBUU,Malibu Boats,Leisure Products,1262808149
MBWM,Mercantile Bank,Banks,577894272
MC,Moelis & Company,Capital Markets,3107695864
MCAA,Mountain & Co. I Acquisition,Blank Check / SPAC,289368729
MCAE,Mountain Crest Acquisition III,Blank Check / SPAC,69946703
MCAF,Mountain Crest Acquisition IV,Blank Check / SPAC,74743675
MCAG,Mountain Crest Acquisition V,Blank Check / SPAC,88453820
MCB,Metropolitan Bank Holding,Banks,1126376542
MCBC,Macatawa Bank,Banks,314163292
MCBS,MetroCity Bankshares,Banks,575004216
MCD,McDonald's,"Hotels, Restaurants & Leisure",1.68697E+11
MCFT,MasterCraft Boat Holdings,Leisure Products,473368912
MCG,Membership Collective Group,Lodging,1437963007
MCHP,Microchip Technology,Semiconductors & Semiconductor Equipment,38774800364
MCHX,Marchex,Media,89337666
MCK,McKesson,Health Care Providers & Services,42127691540
MCLD,mCloud Technologies,Software-Application,68909687
MCO,Moody's,Capital Markets,56387846131
MCRB,Seres Therapeutics,Biotechnology,655142528
MCRI,Monarch Casino & Resort,"Hotels, Restaurants & Leisure",1522228840
MCS,The Marcus Corporation,Entertainment,539314741
MCW,Mister Car Wash,Personal Services,4427407355
MCY,Mercury General,Insurance,2959569366
MD,MEDNAX,Health Care Providers & Services,2033835646
MDB,MongoDB,IT Services,21345476573
MDC,M.D.C. Holdings,Household Durables,3054234326
MDGL,Madrigal Pharmaceuticals,Biotechnology,1634742972
MDGS,Medigus,Health Care Equipment & Supplies,26950725
MDH,MDH Acquisition,Blank Check / SPAC,336375000
MDIA,Mediaco Holding,Broadcasting,37566066
MDJH,MDJM Ltd.,Real Estate Management & Development,22182880
MDLZ,Mondelez International,Food Products,82078064633
MDNA,Medicenna Therapeutics,Biotechnology,76262111
MDRR,Medalist Diversified REIT,Equity Real Estate Investment Trusts ...,17730049
MDRX,Allscripts Healthcare Solutions,Health Care Technology,2438064631
MDT,Medtronic plc.,Health Care Equipment & Supplies,1.39279E+11
MDU,MDU Resources Group,Multi-Utilities,5122412017
MDV,Modiv,REIT-Diversified,135270046
MDVL,MedAvail Holdings,Pharmaceutical Retailers,29888577
MDWD,MediWound,Pharmaceuticals,63338340
MDWT,Midwest Holding,Insurance-Life,81404035
MDXG,MiMedx Group,Biotechnology,504496382
MDXH,MDxHealth,Diagnostics & Research,125477060
ME,23andMe Holding Co.,Diagnostics & Research,1636492158
MEAC,Mercury Ecommerce Acquisition,Blank Check / SPAC,221234139
MEC,Mayville Engineering Company,Metals & Mining,204158152
MED,Medifast,Personal Products,1993983977
MEDP,Medpace Holdings,Life Sciences Tools & Services,4974292440
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,15189615
MEG,Montrose Environmental Group,Media,1517487448
MEI,Methode Electronics,"Electronic Equipment, Instruments & C...",1604252145
MEIP,MEI Pharma,Biotechnology,240704654
MEKA,MELI Kaszek Pioneer,Blank Check / SPAC,303492250
MELI,MercadoLibre,Internet & Direct Marketing Retail,44958117218
MEOA,Minority Equality Opportunities Acquisition,Blank Check / SPAC,159998251
MEOH,Methanex,Chemicals,3887621375
MERC,Mercer International,Paper & Forest Products,959526328
MESA,Mesa Air Group,Airlines,144215644
MESO,Mesoblast,Biotechnology,570510720
MET,MetLife,Insurance,52970004454
METC,Ramaco Resources,Metals & Mining,873041340
METX,Meten Edtechx Education Group,Education & Training Services,55469851
MF,Missfresh,Grocery Stores,376721632
MFA,MFA Financial,Mortgage Real Estate Investment Trust...,1763957500
MFC,Manulife Financial,Insurance,38523940846
MFG,Mizuho Financial Group,Banks,32994516991
MFGP,Micro Focus International,Software,1551539196
MFH,Mercurity Fintech Holding,Software,34005678
MFIN,Medallion Financial,Consumer Finance,227819279
MG,MISTRAS Group,Professional Services,192951210
MGA,Magna International,Auto Components,17357375464
MGEE,MGE Energy,Electric Utilities,2734314749
MGI,MoneyGram International,IT Services,974397240
MGIC,Magic Software Enterprises,Software,865182063
MGLD,The Marygold Companies,Asset Management,158124683
MGM,MGM Resorts International,"Hotels, Restaurants & Leisure",17615190002
MGNI,Magnite,Internet & Direct Marketing Retail,1460293886
MGNX,MacroGenics,Biotechnology,520643290
MGP,MGM Growth Properties LLC,Equity Real Estate Investment Trusts ...,9875964905
MGPI,MGP Ingredients,Beverages,1678603510
MGRC,McGrath RentCorp,Commercial Services & Supplies,2030352876
MGTA,Magenta Therapeutics,Biotechnology,163988669
MGTX,MeiraGTx Holdings,Biotechnology,625933176
MGY,Magnolia Oil & Gas,"Oil, Gas & Consumable Fuels",7052290045
MGYR,Magyar Bancorp,Thrifts & Mortgage Finance,84712469
MHH,Mastech Digital,Professional Services,205884000
MHK,Mohawk Industries,Household Durables,8531458941
MHLD,Maiden Holdings,Insurance,193634109
MHO,M/I Homes,Household Durables,1384559588
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,177250000
MIC,Macquarie Infrastructure,Transportation Infrastructure,328907869
MICT,"MICT, Inc.",Aerospace & Defense,77134680
MIDD,The Middleby Corporation,Machinery,9083034488
MIGI,Mawson Infrastructure Group,Information Technology Services,223563583
MILE,Metromile,Insurance-Property & Casualty,123093120
MIME,Mimecast,Software,5310299575
MIMO,Airspan Networks Holdings,Telecom Services,240561485
MIND,MIND Technology,Energy Equipment & Services,16253436
MINM,Minim,Communication Equipment,42646452
MIR,Mirion Technologies,Specialty Industrial Machinery,1629297657
MIRM,Mirum Pharmaceuticals,Biotechnology,690136178
MIRO,Miromatrix Medical,Biotechnology,47395764
MIST,Milestone Pharmaceuticals,Pharmaceuticals,149362495
MIT,Mason Industrial Technology,Blank Check / SPAC,608750009
MITA,Coliseum Acquisition,Blank Check / SPAC,181687480
MITC,MeaTech 3D,Packaged Foods,82404420
MITK,Mitek Systems,Software,612192832
MITO,Stealth BioTherapeutics,Biotechnology,34549680
MITQ,Moving iMage Technologies,Photographic and Photocopying Equipme...,13082649
MITT,AG Mortgage Investment Trust,Mortgage Real Estate Investment Trust...,215476862
MIXT,MiX Telematics,Software,265612763
MKC,McCormick & Company,Food Products,25856645025
MKD,Molecular Data,Chemicals,28158075
MKFG,Markforged Holding,Computer Hardware,589147711
MKL,Markel,Insurance,17712078118
MKSI,MKS Instruments,Semiconductors & Semiconductor Equipment,7896766954
MKTW,MarketWise,Software-Application,107149654
MKTX,MarketAxess Holdings,Capital Markets,12962029343
ML,MoneyLion,Software-Application,470237183
MLAB,Mesa Laboratories,Health Care Equipment & Supplies,1301937389
MLAC,Malacca Straits Acquisition Company,Blank Check / SPAC,181125493
MLAI,McLaren Technology Acquisition,Blank Check / SPAC,249801066
MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",3193095677
MLI,Mueller Industries,Machinery,3154469595
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2586664430
MLM,Martin Marietta Materials,Construction Materials,23140908877
MLNK,MeridianLink,Software-Application,1508183918
MLP,Maui Land & Pineapple Company,Real Estate Management & Development,206966764
MLR,Miller Industries,Machinery,321097069
MLSS,Milestone Scientific,Health Care Equipment & Supplies,86842752
MLVF,Malvern Bancorp,Banks,125824344
MMAT,Meta Materials,Electronic Components,458548926
MMC,Marsh & McLennan Companies,Insurance,75208769530
MMI,Marcus & Millichap,Real Estate Management & Development,1798503423
MMLP,Martin Midstream Partners,"Oil, Gas & Consumable Fuels",143696892
MMM,3M Company,Industrial Conglomerates,80502267840
MMMB,MamaMancini's Holdings,Food Products,56487847
MMP,"Magellan Midstream Partners,","Oil, Gas & Consumable Fuels",10262829035
MMS,Maximus,IT Services,4521551303
MMSI,Merit Medical Systems,Health Care Equipment & Supplies,3540879096
MMX,Maverix Metals,Metals & Mining,735058749
MMYT,MakeMyTrip,Internet & Direct Marketing Retail,2302031340
MN,Manning & Napier,Capital Markets,149756016
MNDO,MIND CTI,Software,60157254
MNDT,Mandiant,Software,5092752364
MNDY,monday.com,Software-Application,5336462833
MNKD,MannKind,Biotechnology,820861502
MNMD,Mind Medicine (MindMed),Biotechnology,423049984
MNOV,MediciNova,Biotechnology,110347200
MNPR,Monopar Therapeutics,Biotechnology,37016364
MNRL,Brigham Minerals,"Oil, Gas & Consumable Fuels",1485529841
MNRO,Monro,Specialty Retail,1507557240
MNSB,MainStreet Bancshares,Banks,184222672
MNSO,Miniso Group Holding,Specialty Retail,2245853433
MNST,Monster Beverage,Beverages,38759665613
MNTK,Montauk Renewables,Utilities-Diversified,1551165055
MNTN,Everest Consolidator Acquisition,Blank Check / SPAC,171120000
MNTS,Momentus,Aerospace & Defense,147709408
MNTV,Momentive Global,Software,2214017015
MNTX,Manitex International,Machinery,153701163
MO,Altria Group,Tobacco,91735285759
MOBQ,Mobiquity Technologies,Media,10053218
MOD,Modine Manufacturing Company,Auto Components,459957145
MODN,Model N,Software,847788905
MODV,ModivCare,Health Care Providers & Services,2086384120
MOFG,MidWestOne Financial Group,Banks,498811081
MOG.A,Moog Inc.,Aerospace & Defense,2691749627
MOG.B,Moog Inc.,Aerospace & Defense,2694618830
MOGO,Mogo Inc.,Consumer Finance,154878654
MOGU,"Mogu, Inc.",Internet & Direct Marketing Retail,27004591
MOH,Molina Healthcare,Health Care Providers & Services,18285623060
MOHO,ECMOHO,Internet & Direct Marketing Retail,10495303
MOLN,Molecular Partners AG,Biotechnology,764066028
MOMO,Hello Group,Interactive Media & Services,1370764539
MON,Monument Circle Acquisition,Blank Check / SPAC,305624970
MOR,MorphoSys AG,Biotechnology,878106545
MORF,Morphic Holding,Biotechnology,1344907625
MORN,Morningstar,Capital Markets,11193826222
MOS,The Mosaic Company,Chemicals,22805692413
MOTS,Motus GI Holdings,Health Care Equipment & Supplies,16578458
MOTV,Motive Capital,Blank Check / SPAC,488519962
MOV,Movado Group,"Textiles, Apparel & Luxury Goods",786157034
MOVE,Movano,Internet Software & Services,97333134
MOXC,Moxian,Internet & Direct Marketing Retail,29058135
MP,MP Materials,Metals & Mining,7763167725
MPAA,Motorcar Parts of America,Auto Components,322056348
MPAC,Model Performance Acquisition,Blank Check / SPAC,70570746
MPB,Mid Penn Bancorp,Banks,429264793
MPC,Marathon Petroleum,"Oil, Gas & Consumable Fuels",44374872001
MPLN,MultiPlan,Healthcare Plans,3129115647
MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",33848057834
MPRA,Mercato Partners Acquisition,Blank Check / SPAC,285200000
MPW,Medical Properties Trust,Equity Real Estate Investment Trusts ...,12087985141
MPWR,Monolithic Power Systems,Semiconductors & Semiconductor Equipment,18405470077
MPX,Marine Products,Leisure Products,408400512
MQ,Marqeta,Software-Infrastructure,5406771710
MRAI,Marpai,Healthcare Plans,36422739
MRAM,Everspin Technologies,Semiconductors & Semiconductor Equipment,169884511
MRBK,Meridian,Banks,208557660
MRC,MRC Global,Trading Companies & Distributors,945157623
MRCC,Monroe Capital,Capital Markets,237245974
MRCY,Mercury Systems,Aerospace & Defense,3718508779
MREO,Mereo BioPharma Group,Biotechnology,157925695
MRIN,Marin Software,Software,45835622
MRK,Merck & Co.,Pharmaceuticals,1.9782E+11
MRKR,Marker Therapeutics,Biotechnology,34627203
MRM,Medirom Healthcare Technologies,Personal Services,34519275
MRNA,Moderna,Biotechnology,55697362894
MRNS,Marinus Pharmaceuticals,Pharmaceuticals,286446876
MRO,Marathon Oil,"Oil, Gas & Consumable Fuels",16931824632
MRSN,Mersana Therapeutics,Biotechnology,346067678
MRTN,Marten Transport,Road & Rail,1625937023
MRTX,Mirati Therapeutics,Biotechnology,4482344954
MRUS,Merus,Biotechnology,1182142321
MRVI,Maravai LifeSciences Holdings,Biotechnology,9736867821
MRVL,Marvell Technology,Semiconductors & Semiconductor Equipment,53487702000
MS,Morgan Stanley,Capital Markets,1.52769E+11
MSA,MSA Safety,Commercial Services & Supplies,5029013891
MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,113246240
MSB,Mesabi Trust,Metals & Mining,351484800
MSBI,Midland States Bancorp,Banks,648824759
MSC,Studio City International Holdings,"Hotels, Restaurants & Leisure",449052765
MSCI,MSCI Inc.,Capital Markets,37109497709
MSDA,MSD Acquisition,Blank Check / SPAC,704375039
MSEX,Middlesex Water Company,Water Utilities,1742863184
MSFT,Microsoft,Software,2.09965E+12
MSGE,Madison Square Garden Entertainment,Entertainment,2596356840
MSGM,Motorsport Games,Electronic Gaming & Multimedia,23113728
MSGS,Madison Square Garden Sports,Entertainment,4070578079
MSI,Motorola Solutions,Communications Equipment,37303709486
MSM,MSC Industrial Direct Company,Trading Companies & Distributors,4271893745
MSN,Emerson Radio,Household Durables,15367483
MSP,Datto Holding,Software,3735897584
MSTR,MicroStrategy,Software,4410559637
MSVB,Mid-Southern Bancorp,Thrifts & Mortgage Finance,44720845
MT,ArcelorMittal,Metals & Mining,27735521256
MTA,Metalla Royalty & Streaming,Metals & Mining,313743002
MTAC,MedTech Acquisition,Blank Check / SPAC,305624990
MTAL,Metals Acquisition,Blank Check / SPAC,319171895
MTB,M&T Bank,Banks,22222235480
MTBC,CareCloud,Health Care Technology,90191237
MTC,MMTec,Software,12688112
MTCH,Match Group,Interactive Media & Services,25221339096
MTCR,Metacrine,Biotechnology,19933079
MTD,Mettler-Toledo International,Life Sciences Tools & Services,29903156209
MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",6288203773
MTEK,Maris-Tech,Electronic Components,13658743
MTEM,Molecular Templates,Biotechnology,139636400
MTEX,"Mannatech,",Personal Products,61496320
MTG,MGIC Investment,Thrifts & Mortgage Finance,4374285300
MTH,Meritage Homes,Household Durables,3500888998
MTL,Mechel PAO,Metals & Mining,611475774
MTLS,Materialise NV,Software,1079028216
MTN,Vail Resorts,"Hotels, Restaurants & Leisure",9775556392
MTNB,Matinas BioPharma Holdings,Biotechnology,127451559
MTOR,Meritor,Machinery,2497272828
MTP,Midatech Pharma,Biotechnology,11535251
MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",17555017
MTRN,Materion,Metals & Mining,1779606758
MTRX,Matrix Service Company,Energy Equipment & Services,228193724
MTRY,Monterey Bio Acquisition,Blank Check / SPAC,143031240
MTSI,MACOM Technology Solutions Holdings,Semiconductors & Semiconductor Equipment,3933145568
MTTR,Matterport,Software-Application,1824660989
MTVC,Motive Capital Corp II,Blank Check / SPAC,420317239
MTW,The Manitowoc Company,Machinery,545125433
MTX,Minerals Technologies,Chemicals,2133064172
MTZ,MasTec,Construction & Engineering,6525507507
MU,Micron Technology,Semiconductors & Semiconductor Equipment,81542373337
MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,396102654
MUFG,Mitsubishi UFJ Financial Group,Banks,76969328635
MULN,Mullen Automotive,Auto Manufacturers,47172103
MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",5689977337
MURF,Murphy Canyon Acquisition,Blank Check / SPAC,151202400
MUSA,Murphy USA,Specialty Retail,4353189840
MUX,McEwen Mining,Metals & Mining,419970911
MVBF,MVB Financial,Banks,480095640
MVIS,MicroVision,"Electronic Equipment, Instruments & C...",707909055
MVST,Microvast Holdings,Electrical Equipment & Parts,2314019323
MWA,Mueller Water Products,Machinery,1901300602
MX,MagnaChip Semiconductor,Semiconductors & Semiconductor Equipment,746717621
MXC,Mexco Energy,"Oil, Gas & Consumable Fuels",38996276
MXCT,MaxCyte,Diagnostics & Research,551724540
MXL,MaxLinear,Semiconductors & Semiconductor Equipment,4180943358
MYE,Myers Industries,Containers & Packaging,649044089
MYFW,First Western Financial,Banks,306126242
MYGN,Myriad Genetics,Biotechnology,2090198121
MYMD,MyMD Pharmaceuticals,Biotechnology,129104853
MYNA,Mynaric AG,Communication Equipment,182454651
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,190229750
MYO,Myomo,Health Care Equipment & Supplies,27027612
MYOV,Myovant Sciences,Biotechnology,1124041593
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,510672160
MYRG,MYR Group,Construction & Engineering,1593816906
MYSZ,My Size,Software,10024112
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,987709118
NAAC,North Atlantic Acquisition,Blank Check / SPAC,466780089
NABL,N-able,Information Technology Services,1846987774
NAII,Natural Alternatives International,Personal Products,66999587
NAK,Northern Dynasty Minerals,Metals & Mining,247389519
NAOV,NanoVibronix,Health Care Equipment & Supplies,21267513
NAPA,The Duckhorn Portfolio,Beverages-Wineries & Distilleries,2017924467
NARI,Inari Medical,Health Care Equipment & Supplies,4107087559
NAT,Nordic American Tankers,"Oil, Gas & Consumable Fuels",392807198
NATH,Nathan's Famous,"Hotels, Restaurants & Leisure",231271430
NATI,National Instruments,"Electronic Equipment, Instruments & C...",5032868858
NATR,Nature's Sunshine Products,Personal Products,332175669
NAUT,Nautilus Biotechnology,Biotechnology,471574524
NAVB,Navidea Biopharmaceuticals,Biotechnology,25388529
NAVI,Navient,Consumer Finance,2529971440
NBEV,NewAge,Beverages,84534919
NBHC,National Bank Holdings,Banks,1254083698
NBIX,Neurocrine Biosciences,Biotechnology,8504221129
NBN,Northeast Bank,Banks,281247177
NBR,Nabors Industries,Energy Equipment & Services,1364644633
NBRV,Nabriva Therapeutics,Pharmaceuticals,24361111
NBSE,NeuBase Therapeutics,Biotechnology,49152300
NBST,Newbury Street Acquisition,Blank Check / SPAC,162285932
NBTB,NBT Bancorp,Banks,1653479901
NBTX,Nanobiotix,Biotechnology,237709022
NBY,NovaBay Pharmaceuticals,Pharmaceuticals,13904314
NC,NACCO Industries,"Oil, Gas & Consumable Fuels",214633388
NCAC,Newcourt Acquisition,Blank Check / SPAC,326096470
NCBS,Nicolet Bankshares,Banks,1300260151
NCLH,Norwegian Cruise Line Holdings,"Hotels, Restaurants & Leisure",7294834174
NCMI,National CineMedia,Media,205275853
NCNA,NuCana,Biotechnology,43309400
NCNO,nCino,Software,4197956335
NCR,NCR Corporation,"Technology Hardware, Storage & Periph...",5092173299
NCSM,NCS Multistage Holdings,Energy Equipment & Services,124564762
NCTY,The9 Limited,Entertainment,60294752
NDAC,Nightdragon Acquisition,Blank Check / SPAC,429456029
NDAQ,Nasdaq,Capital Markets,27106604956
NDLS,Noodles & Company,"Hotels, Restaurants & Leisure",290683806
NDRA,ENDRA Life Sciences,Health Care Equipment & Supplies,18552908
NDSN,Nordson,Machinery,12460126030
NE,Noble,Oil & Gas Drilling,2002926454
NECB,NorthEast Community Bancorp,Thrifts & Mortgage Finance,194733231
NEE,NextEra Energy,Electric Utilities,1.55645E+11
NEGG,Newegg Commerce,Internet Retail,1666356732
NEM,Newmont,Metals & Mining,60939169730
NEN,New England Realty Associates LP,Real Estate Management & Development,289056414
NEO,NeoGenomics,Life Sciences Tools & Services,1970773108
NEOG,Neogen,Health Care Equipment & Supplies,3643162875
NEON,Neonode,"Electronic Equipment, Instruments & C...",53973576
NEP,NextEra Energy Partners LP,Independent Power and Renewable Elect...,6667054538
NEPH,Nephros,Household Durables,41033600
NEPT,Neptune Wellness Solutions,Personal Products,51637515
NERV,Minerva Neurosciences,Biotechnology,29054960
NESR,National Energy Services Reunited,Energy Equipment & Services,946502011
NET,Cloudflare,Software,28752023518
NETC,Nabors Energy Transition,Blank Check / SPAC,343620000
NETI,Eneti,Marine,247190251
NEU,NewMarket,Chemicals,3298098083
NEW,Puxin,Diversified Consumer Services,13716336
NEWP,New Pacific Metals,"Electronic Equipment, Instruments & C...",581281221
NEWR,New Relic,Software,3869861368
NEWT,Newtek Business Services,Capital Markets,664847424
NEX,NexTier Oilfield Solutions,Energy Equipment & Services,2179527165
NEXA,Nexa Resources,Metals & Mining,1236980222
NEXI,NexImmune,Biotechnology,40886818
NEXT,NextDecade,"Oil, Gas & Consumable Fuels",477983772
NFBK,Northfield Bancorp,Thrifts & Mortgage Finance,744795250
NFE,New Fortress Energy,"Oil, Gas & Consumable Fuels",6358968804
NFG,National Fuel Gas Company,Gas Utilities,6116682738
NFGC,New Found Gold,Gold,955366442
NFLX,Netflix,Entertainment,1.51089E+11
NFNT,Infinite Acquisition,Blank Check / SPAC,340170000
NFYS,Enphys Acquisition,Blank Check / SPAC,414431230
NG,NovaGold Resources,Metals & Mining,2574358268
NGC,Northern Genesis Acquisition III,Blank Check / SPAC,209741816
NGD,New Gold,Metals & Mining,1265701247
NGG,National Grid,Multi-Utilities,53207408617
NGL,NGL Energy Partners LP,"Oil, Gas & Consumable Fuels",310661760
NGM,NGM Biopharmaceuticals,Pharmaceuticals,1153568506
NGMS,NeoGames,"Hotels, Restaurants & Leisure",336618006
NGS,Natural Gas Services Group,Energy Equipment & Services,163635672
NGVC,Natural Grocers by Vitamin Cottage,Food & Staples Retailing,381990292
NGVT,Ingevity,Chemicals,2480802785
NH,NantHealth,Health Care Technology,103968000
NHC,National HealthCare,Health Care Providers & Services,1000381025
NHI,National Health Investors,Equity Real Estate Investment Trusts ...,2633658349
NHIC,NewHold Investment II,Blank Check / SPAC,213937500
NHTC,Natural Health Trends,Personal Products,79272150
NI,NiSource,Multi-Utilities,12076419060
NICE,NICE Ltd.,Software,13453536198
NICK,Nicholas Financial,Consumer Finance,85120000
NILE,BitNile Holdings,Capital Markets,65752879
NINE,Nine Energy Service,Energy Equipment & Services,107998527
NIO,NIO Inc.,Automobiles,31233972210
NISN,Nisun International Enterprise Development Group,Credit Services,25871843
NIU,Niu Technologies,Automobiles,636896250
NJR,New Jersey Resources,Gas Utilities,4229583353
NKE,"Nike, Inc.","Textiles, Apparel & Luxury Goods",1.93915E+11
NKLA,Nikola,Machinery,3111858682
NKSH,National Bankshares,Banks,223820025
NKTR,Nektar Therapeutics,Pharmaceuticals,1980092662
NKTX,Nkarta,Biotechnology,328176024
NL,NL Industries,Commercial Services & Supplies,322585853
NLIT,Northern Lights Acquisition,Blank Check / SPAC,150820384
NLOK,NortonLifeLock,Software,16071001068
NLS,Nautilus,Leisure Products,135617630
NLSN,Nielsen Holdings,Professional Services,6294582262
NLSP,NLS Pharmaceutics,Biotechnology,22226056
NLTX,Neoleukin Therapeutics,Biotechnology,90512222
NLY,Annaly Capital Management,Mortgage Real Estate Investment Trust...,10354023420
NM,Navios Maritime Holdings,Marine,85669344
NMFC,New Mountain Finance,Capital Markets,1350359161
NMG,Nouveau Monde Graphite,Other Industrial Metals & Mining,364945024
NMIH,NMI Holdings,Thrifts & Mortgage Finance,1789759871
NMM,Navios Maritime Partners,Marine,1101892215
NMMC,North Mountain Merger,Shell Companies,163328246
NMR,Nomura Holdings,Capital Markets,12680034300
NMRD,Nemaura Medical,Health Care Equipment & Supplies,101473204
NMRK,Newmark Group,Real Estate Management & Development,2968273400
NMTC,NeuroOne Medical Technologies,Health Care Equipment & Supplies,30437200
NMTR,9 Meters Biopharma,Pharmaceuticals,140770799
NN,NextNav,Internet Content & Information,633001212
NNBR,"NN, Inc.",Machinery,123936485
NNDM,Nano Dimension,"Technology Hardware, Storage & Periph...",828459453
NNI,Nelnet,Consumer Finance,3187152851
NNN,National Retail Properties,Equity Real Estate Investment Trusts ...,7585675736
NNOX,Nano-X Imaging,Health Care Equipment & Supplies,435208283
NNVC,NanoViricides,Biotechnology,21337900
NOA,North American Construction Group,Energy Equipment & Services,424086585
NOAC,Natural Order Acquisition,Blank Check / SPAC,282324990
NOAH,Noah Holdings,Capital Markets,1306687228
NOC,Northrop Grumman,Aerospace & Defense,68107300854
NODK,NI Holdings,Insurance,377085752
NOG,Northern Oil & Gas,"Oil, Gas & Consumable Fuels",1931980777
NOK,Nokia,Communications Equipment,27393574910
NOMD,Nomad Foods,Food Products,3538844914
NOTV,Inotiv,Life Sciences Tools & Services,528027935
NOV,NOV Inc.,Energy Equipment & Services,8304864242
NOVA,Sunnova Energy International,Independent Power and Renewable Elect...,2624909050
NOVN,Novan,Pharmaceuticals,66984604
NOVT,Novanta,"Electronic Equipment, Instruments & C...",4506318228
NOVV,Nova Vision Acquisition,Blank Check / SPAC,75029640
NOW,ServiceNow,Software,1.0243E+11
NP,Neenah,Paper & Forest Products,597952868
NPAB,New Providence Acquisition II,Blank Check / SPAC,309374970
NPCE,NeuroPace,Medical Devices,196457120
NPK,National Presto Industries,Aerospace & Defense,560591138
NPO,EnPro Industries,Machinery,2101336492
NPTN,NeoPhotonics,Semiconductors & Semiconductor Equipment,802235835
NR,Newpark Resources,Energy Equipment & Services,434059579
NRAC,Noble Rock Acquisition,Blank Check / SPAC,294931894
NRBO,NeuroBo Pharmaceuticals,Biotechnology,20099139
NRC,National Research,Health Care Providers & Services,929673396
NRDS,NerdWallet,Credit Services,674806710
NRDY,Nerdy,Software-Application,364111100
NREF,NexPoint Real Estate Finance,REIT-Mortgage,598387315
NRG,NRG Energy,Independent Power and Renewable Elect...,9318046708
NRGV,Energy Vault Holdings,Utilities-Renewable,1516734584
NRIM,Northrim BanCorp,Banks,261026744
NRIX,Nurix Therapeutics,Biotechnology,615592128
NRP,Natural Resource Partners LP,"Oil, Gas & Consumable Fuels",489353184
NRSN,NeuroSense Therapeutics,Biotechnology,15430335
NRT,North European Oil Royalty Trust,"Oil, Gas & Consumable Fuels",128208716
NRXP,NRx Pharmaceuticals,Biotechnology,193241790
NRZ,New Residential Investment,Mortgage Real Estate Investment Trust...,4784269817
NS,NuStar Energy,"Oil, Gas & Consumable Fuels",1783652464
NSA,National Storage Affiliates Trust,Equity Real Estate Investment Trusts ...,7925517280
NSC,Norfolk Southern,Road & Rail,64101982110
NSEC,National Security Group,Insurance,40674021
NSIT,Insight Enterprises,"Electronic Equipment, Instruments & C...",3642496461
NSP,Insperity,Professional Services,3331468006
NSPR,InspireMD,Health Care Equipment & Supplies,20889321
NSR,Nomad Royalty Company,Other Precious Metals & Mining,417907600
NSSC,Napco Security Technologies,"Electronic Equipment, Instruments & C...",718106670
NSTB,Northern Star Investment II,Blank Check / SPAC,488000000
NSTC,Northern Star Investment III,Blank Check / SPAC,488500029
NSTD,Northern Star Investment IV,Blank Check / SPAC,487000000
NSTG,NanoString Technologies,Life Sciences Tools & Services,1491368175
NSTS,NSTS Bancorp,Banks-Regional,65477242
NSYS,Nortech Systems,"Electronic Equipment, Instruments & C...",30274439
NTAP,NetApp,"Technology Hardware, Storage & Periph...",18715277263
NTB,The Bank of N.T. Butterfield & Son,Banks,1765857264
NTCO,Natura &Co Holding,Personal Products,5780554234
NTCT,NetScout Systems,Communications Equipment,2324916209
NTES,NetEase,Entertainment,56217251801
NTGR,Netgear,Communications Equipment,694962987
NTIC,Northern Technologies International,Chemicals,117620091
NTIP,Network-1 Technologies,Communications Equipment,60971987
